state/unionterritory,cured,deaths,confirmed,oxygentanks,populationdensitypersqkm,non_cured,day,month,year,week,weekday_number,hour,minute,am_pm
18,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.121687140955409,1.8053017301517646,0,30,1,2020,5,3,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.4238941747991063,-2.184477767454252,1,31,1,2020,5,4,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.4121691543885743,-0.9222026162265421,2,1,2,2020,5,5,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,1.6496850135862164,1.5033457135835673,3,2,2,2020,5,6,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.4301296894410285,-0.6598473887164691,3,3,2,2020,6,0,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,1.011039256710577,0.37472322542702663,3,4,2,2020,6,1,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.6822075757204669,1.424144135467319,3,5,2,2020,6,2,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.0556557561999254,0.7113299324210827,3,6,2,2020,6,3,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.7008909773399328,1.2162399929121666,3,7,2,2020,6,4,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.421831098122666,1.6270981793902055,3,8,2,2020,6,5,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.1372783169678199,-1.7488690878148856,3,9,2,2020,6,6,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.039424094338796616,-0.16978762412218162,3,10,2,2020,7,0,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.6953388369903601,-1.5706655370533265,3,11,2,2020,7,1,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.4591747590552968,2.4983155386689386,3,12,2,2020,7,2,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.4650726740431346,-2.080525696176676,3,13,2,2020,7,3,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.2603543420528645,-0.7885499531553728,3,14,2,2020,7,4,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.13242590087895803,-1.2340588300592705,3,15,2,2020,7,5,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.6870402456719977,1.3746431491446636,3,16,2,2020,7,6,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.2333839202681867,-0.2539393008706956,3,17,2,2020,8,0,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.4913515465512822,-0.4222426543677236,3,18,2,2020,8,1,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.2071050477600391,1.127138217531387,3,19,2,2020,8,2,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,1.693252618007619,-0.011384467889684672,3,20,2,2020,8,3,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.09300759211673665,-1.070705575194508,3,21,2,2020,8,4,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.5446008408441076,1.3251421628220084,3,22,2,2020,8,5,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.7444585817613354,0.3549228308979645,3,23,2,2020,8,6,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.4819958851807935,-1.2538592245883327,3,24,2,2020,9,0,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-1.7143564420949406,0.013366025271642976,3,25,2,2020,9,1,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.8125646143464096,1.2211900915444323,3,26,2,2020,9,2,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.3741223730262629,-0.15493732822538503,3,27,2,2020,9,3,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.06430829714073336,-0.08068584874140208,3,28,2,2020,9,4,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.1528381756897494,0.46382500080780614,3,29,2,2020,9,5,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,0.9225209493147114,0.17176918150413992,3,1,3,2020,9,6,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.0324888554361635,1.6518486725515333,0,2,3,2020,10,0,6,00,1
18,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.584019149606329,1.2607908806025565,3,2,3,2020,10,0,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.5559800866163744,-1.5211645507306712,0,2,3,2020,10,0,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.3637293877409788,-0.36284147078053725,1,3,3,2020,10,1,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.2354667430819578,-1.0063542929750562,0,3,3,2020,10,1,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47577128516457784,1.1178836199344928,0.4143240144851509,3,3,3,2020,10,1,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.37861744332370917,0.6816293406274895,1,3,3,2020,10,1,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,0.3350498389023066,1.5330463053771606,15,4,3,2020,10,2,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.1292941829972412,0.34997273226569897,1,4,3,2020,10,2,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.23304632061410213,0.5133259871304614,1,4,3,2020,10,2,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757638322856621,-1.3993557466354345,-0.7489491640972485,0,4,3,2020,10,2,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47577128516457784,-1.4149156053573642,0.39452361995608876,0,4,3,2020,10,2,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,1.6811505056683407,0.5430265789240546,0,4,3,2020,10,2,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.28769028461313834,-0.6994481777745932,1,5,3,2020,10,3,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757613479926902,0.7579322215005238,1.9043037027970753,7,5,3,2020,10,3,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,-0.5484043618650237,0.033166419800705095,15,5,3,2020,10,3,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,0.5840075784531785,0.9489346667698281,2,5,3,2020,10,3,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,0.9035033442101309,0.2559208582526539,2,5,3,2020,10,3,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47577128516457784,-1.3602832125114783,-0.7439990654649831,0,5,3,2020,10,3,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,1.3824012182072942,0.2955216473107782,3,6,3,2020,10,4,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.047376911018893915,-0.6598473887164691,2,6,3,2020,10,4,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47577128516457784,0.056701255098901164,1.528096206744895,0,6,3,2020,10,4,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,-0.8208747768179224,0.7657810173760035,15,6,3,2020,10,4,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757613479926902,-0.4955008422104634,1.602347686228878,7,6,3,2020,10,4,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.1877614141545245,1.379593247776929,1,6,3,2020,10,4,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,-0.29875507303762155,1.7954015328872337,3,7,3,2020,10,5,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,-0.38381563405083613,1.7211500534032507,15,7,3,2020,10,5,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-1.435316309015005,-1.1944580410011463,2,7,3,2020,10,5,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.7669339332485668,0.7063798337888171,0,7,3,2020,10,5,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47577128516457784,-0.9982571662479187,-0.9568533066524008,0,7,3,2020,10,5,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.9436247734020329,1.2063397956476356,0,7,3,2020,10,5,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757613479926902,0.9799195392667179,-0.7142984736713899,7,7,3,2020,10,5,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.2634547426440998,0.34997273226569897,1,7,3,2020,10,5,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757613479926902,-0.36963887388196703,0.518276085762727,7,8,3,2020,10,6,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47577128516457784,1.2682955875798112,-2.2636793455705004,3,8,3,2020,10,6,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757588636997183,0.755166024394403,-0.5311448242775653,5,8,3,2020,10,6,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,1.565316001849532,-0.06088545421233997,2,8,3,2020,10,6,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.5656930937782787,0.8746831872858452,1,8,3,2020,10,6,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.8903754791092076,0.2014697732977331,1,8,3,2020,10,6,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-1.1524726549141533,-0.27868979403202326,2,8,3,2020,10,6,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,0.3620202606869844,-1.0261546875041183,15,8,3,2020,10,6,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.5269663342925875,-0.3677915694128028,1,9,3,2020,11,0,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47576880087160595,1.503076566961814,-0.03118486241874679,4,9,3,2020,11,0,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-1.5750092628741053,-0.3281907803546786,2,9,3,2020,11,0,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757613479926902,-0.9318684357010195,0.17671928013640545,7,9,3,2020,11,0,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.5383653262021854,0.5133259871304614,0,9,3,2020,11,0,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.81257618549956,1.6270981793902055,1,9,3,2020,11,0,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,1.2828181223869455,0.1024678006524225,0,9,3,2020,11,0,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.1752937810396498,0.1321683924460157,0,9,3,2020,11,0,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.4757563794067464,-0.04979733348674961,0.08761750475562592,6,9,3,2020,11,0,6,00,1
17,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.39695507030490995,-0.19948821591577479,0,9,3,2020,11,0,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,1.658329379542844,0.7509307214792069,2,9,3,2020,11,0,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,0.9692005254804998,-0.9420030107556042,15,9,3,2020,11,0,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-1.2859416652844817,-0.30839038582561645,1,10,3,2020,11,1,6,00,1
34,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.784568439800087,-0.08563594737366761,1,10,3,2020,11,1,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,1.0290195379003622,0.5232261843949925,1,10,3,2020,11,1,6,00,1
30,-0.48056277102228245,-0.3781873115185464,-0.47574147364891495,1.1396674221451941,0.6766792419952239,15,10,3,2020,11,1,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.8395466072842378,-1.080605772459039,1,10,3,2020,11,1,6,00,1
22,-0.48056277102228245,-0.3781873115185464,-0.47576631657863405,0.3685899788140213,-1.8874718495183203,5,10,3,2020,11,1,6,00,1
13,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.8813853385143149,1.1518887106927147,2,10,3,2020,11,1,6,00,1
17,-0.48056277102228245,-0.3781873115185464,-0.47576880087160595,1.6496850135862164,-0.04108505968327785,4,10,3,2020,11,1,6,00,1
10,-0.48056277102228245,-0.3781873115185464,-0.47576880087160595,1.318778684766516,-0.27373969539975773,4,10,3,2020,11,1,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.43326140732274543,0.696479636524286,2,10,3,2020,11,1,6,00,1
37,-0.48056277102228245,-0.3781873115185464,-0.4757613479926902,1.7164195187713807,0.43907450764647854,7,10,3,2020,11,1,6,00,1
18,-0.4805544117988699,-0.3781873115185464,-0.47574147364891495,-1.318098706643136,-0.6251966982906103,12,10,3,2020,11,1,6,00,1
17,-0.48056277102228245,-0.3781873115185464,-0.47576880087160595,0.22647660248706522,0.3252222391043713,4,11,3,2020,11,2,6,00,1
29,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,0.7461758837995104,-0.11533653916726079,1,11,3,2020,11,2,6,00,1
15,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.41389802757989985,0.8152820036986588,1,11,3,2020,11,2,6,00,1
32,-0.48056277102228245,-0.3781873115185464,-0.4757762537505217,-0.14661423220097758,2.211209817997538,1,11,3,2020,11,2,6,00,1
19,-0.48056277102228245,-0.3781873115185464,-0.47577376945754973,-0.8018571717133419,0.7162800310533481,2,11,3,2020,11,2,6,00,1
